dis	rel	gene
C4021521	disease_gene	TK2
C0236663	disease_gene	AR
C1857108	disease_gene	CBS
C0006267	disease_gene	LRRC6
C4020777	disease_gene	PEX14
C0015393	disease_gene	FAM134B
C1968564	disease_gene	ERCC6
C0009404	disease_gene	ABCC4
C0036341	disease_gene	SLC6A4
C0239234	disease_gene	ERCC5
C4020875	disease_gene	WASHC4
C1864696	disease_gene	AIFM1
C0231686	disease_gene	CREBBP
C2751088	disease_gene	SCN3B
C0240635	disease_gene	SLC17A5
C1859541	disease_gene	FOXP3
C4015525	disease_gene	KATNB1
C0007758	disease_gene	SLC6A1
C4023786	disease_gene	PEX14
C0266464	disease_gene	RAB3GAP2
C0426818	disease_gene	CHRND
C0033578	disease_gene	IL17RD
C4020899	disease_gene	PGR
C1848395	disease_gene	ABCC8
C0039075	disease_gene	MKS1
C0154671	disease_gene	SEPSECS
C1854919	disease_gene	TBR1
C1849121	disease_gene	NSUN2
C4025693	disease_gene	SDHB
C4280616	disease_gene	PARN
C0029927	disease_gene	UOX
C4049796	disease_gene	PIK3CA
C0746926	disease_gene	C4A
C1333989	disease_gene	MN1
C1855019	disease_gene	TYROBP
C0008924	disease_gene	FGF8
C0003811	disease_gene	GATA1
C1837014	disease_gene	KCNQ1
C1861403	disease_gene	SIX1
C0424688	disease_gene	CDK6
C0041696	disease_gene	TEF
C0021296	disease_gene	PEX2
C0021296	disease_gene	PCNT
C0266294	disease_gene	CEP135
C1855728	disease_gene	NANS
C4020851	disease_gene	LIPT1
C0025472	disease_gene	JAK2
C1855710	disease_gene	IVD
C0400966	disease_gene	GSTT1
C0024228	disease_gene	MC1R
C1864156	disease_gene	GJB6
C4025871	disease_gene	PPARG
C1458155	disease_gene	EPOR
C4024809	disease_gene	TUBGCP4
C0236969	disease_gene	XKR4
C3279627	disease_gene	GOSR2
C0349588	disease_gene	ARSE
C0240295	disease_gene	PEX6
C1168401	disease_gene	PTGS2
C1848924	disease_gene	KIF1A
C1843367	disease_gene	NHP2
C1397139	disease_gene	DDR2
C0221204	disease_gene	IBSP
C0014867	disease_gene	JAK2
C0302501	disease_gene	PRKAR1A
C0002736	disease_gene	HNRNPA1
C0015625	disease_gene	ERCC4
C0026848	disease_gene	TGFB1
C0151313	disease_gene	DNMT1
C0032460	disease_gene	SOX9
C2239176	disease_gene	CYP1A1
C1457883	disease_gene	CHMP2B
C0234958	disease_gene	NEU1
C0011175	disease_gene	EIF2AK3
C0442874	disease_gene	AR
C0016506	disease_gene	SLC9A6
C1848924	disease_gene	ABCB11
C0035258	disease_gene	RLS4
C0376545	disease_gene	NRAS
C2752013	disease_gene	PSAP
C3550658	disease_gene	NPHP3
C1842161	disease_gene	FHL1
C0009241	disease_gene	CRH
C1854301	disease_gene	RPS6KA3
C1384666	disease_gene	TGFB1
C0264303	disease_gene	EP300
C4280482	disease_gene	PEX2
C1863363	disease_gene	FGFR2
C0349588	disease_gene	ACAN
C1857485	disease_gene	KCNH1
C0038273	disease_gene	RAI1
C1839039	disease_gene	ALDH6A1
C0015695	disease_gene	MIR34A
C0001807	disease_gene	SQSTM1
C0085298	disease_gene	DSP
C4025697	disease_gene	SIN3A
C0522224	disease_gene	APP
C0023904	disease_gene	MIR598
C0004364	disease_gene	HLA-DQB1
C1855694	disease_gene	MSX1
C0232466	disease_gene	LIFR
C0241910	disease_gene	IL9
C0029443	disease_gene	ATL3
C0016522	disease_gene	STAMBP
C0878544	disease_gene	FXN
C4023031	disease_gene	RARA
C1847515	disease_gene	CNGB3
C1843392	disease_gene	ATP7A
C4277682	disease_gene	KRT18
C0017563	disease_gene	TINF2
C0085632	disease_gene	CHMP2B
C0040136	disease_gene	TPM3
C0020473	disease_gene	PPARGC1B
C0026827	disease_gene	SSR4
C1837514	disease_gene	KCNQ2
C0006131	disease_gene	SIX1
C0021390	disease_gene	NOD2
C0024305	disease_gene	CCND1
C1832988	disease_gene	MATN3
C0853697	disease_gene	MMACHC
C0235991	disease_gene	FANCA
C3839460	disease_gene	HOXB1
C1955934	disease_gene	MPLKIP
C0151529	disease_gene	TEK
C0917816	disease_gene	HMGB3
C0020429	disease_gene	CACNA2D1
C0009081	disease_gene	TNNT3
C0423903	disease_gene	PAFAH1B1
C1832446	disease_gene	TP63
C4280321	disease_gene	LTBP4
C2981150	disease_gene	RPS26
C3714756	disease_gene	SKI
C0007621	disease_gene	NRG1
C0014742	disease_gene	MASP2
C0011053	disease_gene	MYCN
C0279626	disease_gene	MAD2L1
C3714796	disease_gene	GLI2
C0000786	disease_gene	INHA
C1867131	disease_gene	KCNH1
C1854301	disease_gene	SCN11A
C1306710	disease_gene	SLC12A6
C0035334	disease_gene	IMPG2
C0853697	disease_gene	CD40
C0008311	disease_gene	CLDN1
C0522216	disease_gene	EDNRB
C0038356	disease_gene	TYMP
C0010606	disease_gene	TOP2A
C0268363	disease_gene	PPIB
C3280133	disease_gene	VPS35
C0424503	disease_gene	AUTS2
C0011071	disease_gene	TRDN
C0040264	disease_gene	CACNA1A
C0005744	disease_gene	RBMX
C0017601	disease_gene	NHS
C4280619	disease_gene	PAX9
C0032285	disease_gene	CFB
C0342384	disease_gene	TAC3
C0028326	disease_gene	NRAS
C0427546	disease_gene	CD28
C4255213	disease_gene	EIF2B3
C0702166	disease_gene	HIRA
C0020676	disease_gene	HESX1
C0431363	disease_gene	TGIF1
C1855676	disease_gene	GUCY2D
C1458155	disease_gene	PTEN
C0027627	disease_gene	MIR370
C0233715	disease_gene	FGFR1
C0008924	disease_gene	LETM1
C0001202	disease_gene	ATP2A2
C0206630	disease_gene	SUZ12
C0025362	disease_gene	GAD1
C0235942	disease_gene	TCIRG1
C3164374	disease_gene	DLL4
C0270921	disease_gene	NAGA
C1853193	disease_gene	TCF3
C0036572	disease_gene	MLYCD
C0035305	disease_gene	BEST1
C0036857	disease_gene	NIPBL
C0751837	disease_gene	ADSL
C0042373	disease_gene	EPO
C0025362	disease_gene	KCNJ10
C0240295	disease_gene	DPM1
C0034065	disease_gene	PROC
C0566899	disease_gene	ROR2
C0240635	disease_gene	TMEM216
C0019061	disease_gene	IL1A
C0020459	disease_gene	GLUD1
C0241210	disease_gene	RNF125
C1865017	disease_gene	DCPS
C1168401	disease_gene	STAT3
C0011053	disease_gene	KCNQ4
C1836550	disease_gene	DDB2
C4280663	disease_gene	HEXB
C4020882	disease_gene	ARSE
C0020538	disease_gene	COL4A4
C0011581	disease_gene	HTR7
C0029463	disease_gene	EGFR
C0349588	disease_gene	NOG
C4280456	disease_gene	ITGB4
C0877359	disease_gene	PHKG2
C0521525	disease_gene	RPS19
C1867446	disease_gene	STAT3
C1856786	disease_gene	COL11A2
C0035078	disease_gene	MAFB
C0878544	disease_gene	PLN
C0022346	disease_gene	IL12RB1
C0027055	disease_gene	MIR452
C0432246	disease_gene	PCNT
C2239176	disease_gene	IL12RB1
C0948023	disease_gene	SLC2A2
C4072846	disease_gene	ABCC9
C0917816	disease_gene	FAM20A
C1691215	disease_gene	DYNC2LI1
C1833511	disease_gene	CPT2
C4020875	disease_gene	CIT
C0021361	disease_gene	FOXL2
C1865014	disease_gene	KIF11
C0948089	disease_gene	TNF
C0019693	disease_gene	CD28
C1833487	disease_gene	CYBB
C0020598	disease_gene	SLC4A1
C0036572	disease_gene	SLC25A1
C1827524	disease_gene	NECTIN1
C0151766	disease_gene	SBDS
C0037932	disease_gene	ATL1
C0037932	disease_gene	FGFR3
C4072834	disease_gene	NOTCH3
C0007384	disease_gene	TNFSF4
C0542476	disease_gene	ND4
C0011168	disease_gene	POLR3B
C0687132	disease_gene	HTR3A
C4020884	disease_gene	PRNP
C4280657	disease_gene	HRAS
C0036341	disease_gene	GRIK4
C0018772	disease_gene	SOX9
C1853193	disease_gene	GATA1
C0235659	disease_gene	SNRPN
C4020899	disease_gene	CD247
C0036095	disease_gene	PYGB
C1263846	disease_gene	PMS1
C0344315	disease_gene	CRP
C0233565	disease_gene	FTL
C0024517	disease_gene	HSPA1B
C0521719	disease_gene	FUCA1
C0268630	disease_gene	PC
C1857486	disease_gene	CHD7
C1269683	disease_gene	MED12
C4021570	disease_gene	RP9
C4021797	disease_gene	CYP21A2
C0557874	disease_gene	DHFR
C0014550	disease_gene	AFG3L2
C4020899	disease_gene	STAG3
C0029422	disease_gene	KDR
C1846460	disease_gene	CHD7
C0037822	disease_gene	MED12
C4020899	disease_gene	ACADS
C0036323	disease_gene	PRDX1
C0151744	disease_gene	AES
C0278184	disease_gene	ATXN10
C0029422	disease_gene	ADAMTSL2
C1846438	disease_gene	DYM
C0005586	disease_gene	NR3C1
C0239946	disease_gene	PMM2
C1839606	disease_gene	OCRL
C4025867	disease_gene	KCNJ6
C0038454	disease_gene	F5
C0853945	disease_gene	LAMC2
C0349588	disease_gene	MPV17
C1843367	disease_gene	USH2A
C4280516	disease_gene	ABCC9
C0005744	disease_gene	TBX15
C0016045	disease_gene	GRM1
C0086565	disease_gene	ABCD3
C0038379	disease_gene	TCF4
C0009171	disease_gene	NRGN
C1396772	disease_gene	NEK1
C0036341	disease_gene	LMAN2L
C1834118	disease_gene	ABCC9
C4280640	disease_gene	PAX9
C0018799	disease_gene	HADHB
C0349588	disease_gene	EXT2
C4020860	disease_gene	PUF60
C0027746	disease_gene	CASP3
C0036572	disease_gene	FOXRED1
C0038379	disease_gene	ERF
C0037932	disease_gene	CLCF1
C4280656	disease_gene	IDUA
C0080178	disease_gene	PCYT1A
C0266039	disease_gene	DLX3
C0265610	disease_gene	MKRN3
C0008149	disease_gene	IFNG
C4280654	disease_gene	GATA6
C1857175	disease_gene	VHL
C1832603	disease_gene	PTPN11
C0008924	disease_gene	TP63
C1866934	disease_gene	ADCY6
C0007570	disease_gene	SRCAP
C1855685	disease_gene	HSD17B4
C0025990	disease_gene	DNMT3B
C0242383	disease_gene	RPGR
C2315100	disease_gene	ASNS
C0024421	disease_gene	TRHR
C0338078	disease_gene	CDKN2B
C0001807	disease_gene	MAPK10
C0026848	disease_gene	TTN
C4020847	disease_gene	TBL2
C0344530	disease_gene	CHRDL1
C0085298	disease_gene	KCNE1
C1857130	disease_gene	TBX1
C0009241	disease_gene	APOE
C1865349	disease_gene	ETHE1
C1843479	disease_gene	SUCLA2
C0018939	disease_gene	CYP2C9
C0017638	disease_gene	CLCN2
C0743359	disease_gene	CR2
C0038454	disease_gene	IL1RN
C1837760	disease_gene	PHGDH
C0344232	disease_gene	ABCA1
C0037199	disease_gene	BLNK
C0015625	disease_gene	FANCE
C0027626	disease_gene	SNAI1
C0085606	disease_gene	SACS
C4072880	disease_gene	TCIRG1
C0027720	disease_gene	AGT
C1458155	disease_gene	BCL2A1
C1843367	disease_gene	ROR2
C0265783	disease_gene	NEK1
C0004114	disease_gene	HEY2
C1843367	disease_gene	ALDH3A2
C2673410	disease_gene	COL2A1
C0409338	disease_gene	TBX15
C1864711	disease_gene	SGCG
C0019209	disease_gene	PSAP
C4021768	disease_gene	KRT1
C0149745	disease_gene	EDN1
C0687149	disease_gene	DHH
C3806917	disease_gene	TWIST1
C0029124	disease_gene	RP9
C0027626	disease_gene	HOXB13
C0028754	disease_gene	PYY
C0268398	disease_gene	IL31RA
C0236736	disease_gene	GAD2
C4024202	disease_gene	TFAP2A
C0410204	disease_gene	TTN
C0028754	disease_gene	UBE3A
C0041696	disease_gene	PRIMA1
C0005745	disease_gene	OPA1
C1458155	disease_gene	SERPINB2
C0520459	disease_gene	CRYL1
C1720508	disease_gene	PEX26
C4072879	disease_gene	POLR1D
C0008925	disease_gene	MNT
C0003492	disease_gene	TBX1
C0221347	disease_gene	IKBKAP
C0004352	disease_gene	ASIC2
C0019209	disease_gene	LYST
C1855751	disease_gene	EXT1
C0023520	disease_gene	RNASEH2A
C1854631	disease_gene	NR3C2
C4225253	disease_gene	SPG11
C4024737	disease_gene	PARN
C0033578	disease_gene	MAP3K7
C0029456	disease_gene	VCL
C0003706	disease_gene	LETM1
C4020846	disease_gene	C3
C0016522	disease_gene	GATA6
C0423903	disease_gene	FOXG1
C0750937	disease_gene	SYNE1
C0234144	disease_gene	MAPT
C0003811	disease_gene	TTN
C0520966	disease_gene	PMPCA
C0221357	disease_gene	MKKS
C1837760	disease_gene	MMP2
C1263846	disease_gene	STS
C0031900	disease_gene	FLNA
C0023893	disease_gene	GNPDA1
C0344531	disease_gene	PEX5
C0027962	disease_gene	SMARCAL1
C1857130	disease_gene	NSD2
C1860789	disease_gene	DCAF7
C0004763	disease_gene	PTGS2
C0020678	disease_gene	PKP1
C4280598	disease_gene	FKTN
C0854723	disease_gene	GRN
C0032897	disease_gene	MAGEL2
C1866210	disease_gene	CHD7
C3495559	disease_gene	RHOBTB1
C1956257	disease_gene	B4GALT7
C0344482	disease_gene	ZFYVE26
C1868524	disease_gene	LMNB1
C1263846	disease_gene	TRNW
C3888124	disease_gene	CRYBB1
C0009917	disease_gene	PIGA
C1386048	disease_gene	ORC1
C0036572	disease_gene	HLA-B
C0001125	disease_gene	ISCU
C0020429	disease_gene	ADM
C4021782	disease_gene	GDF5
C0917816	disease_gene	SMO
C0020429	disease_gene	BDKRB2
C4280456	disease_gene	AMELX
C2981150	disease_gene	SEMA3E
C0347959	disease_gene	COX1
C0236969	disease_gene	TIAM2
C0014175	disease_gene	CD226
C1269683	disease_gene	DLG3
C1837352	disease_gene	CUBN
C4025234	disease_gene	NIPBL
C4020899	disease_gene	SNRPB
C0683322	disease_gene	PLK4
C1864696	disease_gene	KIF1B
C0015695	disease_gene	SIRT1
C0233565	disease_gene	SLC20A2
C0431904	disease_gene	NEK1
C1720859	disease_gene	LMNA
C0021296	disease_gene	SLC20A2
C0683322	disease_gene	RNR1
C0022353	disease_gene	NR1I2
C3714756	disease_gene	CNTNAP2
C1142533	disease_gene	COL4A3BP
C1865244	disease_gene	KCNJ6
C1836006	disease_gene	MFRP
C1859236	disease_gene	PEPD
C1866862	disease_gene	POMT1
C4020899	disease_gene	ACAD9
C0917816	disease_gene	RUBCN
C0339527	disease_gene	KCNJ13
C0240635	disease_gene	RPS19
C1854114	disease_gene	YARS2
C1854774	disease_gene	IDS
C2748653	disease_gene	TCF4
C0265677	disease_gene	PTCH1
C0001973	disease_gene	SLC18A2
C0271215	disease_gene	RPE65
C0007758	disease_gene	SLC39A4
C0024121	disease_gene	BCL2L1
C0022821	disease_gene	AUTS2
C0234182	disease_gene	DAG1
C0426414	disease_gene	PDE4D
C2678047	disease_gene	HPCX2
C0007194	disease_gene	FASTKD2
C1850049	disease_gene	RAB23
C0020619	disease_gene	POMGNT1
C2981150	disease_gene	FKTN
C0036572	disease_gene	PEX6
C1853743	disease_gene	TH
C1858085	disease_gene	FLNB
C0265783	disease_gene	SLC26A2
C0014175	disease_gene	IGFBP6
C0022548	disease_gene	S100A4
C0265677	disease_gene	IKBKG
C0175754	disease_gene	CDK5
C1857486	disease_gene	SMC3
C0014170	disease_gene	EZH2
C4020876	disease_gene	ARHGDIA
C4280653	disease_gene	SKI
C0023473	disease_gene	CRY2
C0011053	disease_gene	SLC29A3
C3161330	disease_gene	SEPSECS
C0021296	disease_gene	TSFM
C1839758	disease_gene	KAT6A
C1458155	disease_gene	HMMR
C0013080	disease_gene	NTF3
C0020555	disease_gene	SLC29A3
C0265642	disease_gene	B3GAT3
C1842003	disease_gene	AKR1D1
C0023903	disease_gene	MYC
C0027794	disease_gene	BMS1
C4280627	disease_gene	POLR1C
C0743359	disease_gene	TCF3
C0234146	disease_gene	KIF1A
C2609414	disease_gene	IL10
C0279626	disease_gene	TPI1
C0423250	disease_gene	NTRK1
C0017658	disease_gene	CXCR3
C0004763	disease_gene	CYP26A1
C4024988	disease_gene	SDHD
C1864897	disease_gene	HELLS
C0022353	disease_gene	SMPD1
C1857042	disease_gene	ITGB6
C0243050	disease_gene	GATA2
C0027726	disease_gene	SCARB2
C0032460	disease_gene	TFRC
C0338831	disease_gene	NR3C2
C1849075	disease_gene	NF1
C0334590	disease_gene	POT1
C0684337	disease_gene	FLI1
C1262477	disease_gene	MLH3
C0020550	disease_gene	AQP1
C0338656	disease_gene	AKT1
C4021534	disease_gene	GJB6
C4280643	disease_gene	KIF1BP
C0007131	disease_gene	HES1
C1843367	disease_gene	NDUFS3
C0151889	disease_gene	VLDLR
C4280456	disease_gene	LONP1
C0007131	disease_gene	SOD2
C1857206	disease_gene	PQBP1
C0007786	disease_gene	ICAM1
C0008925	disease_gene	STAMBP
C0023012	disease_gene	PRKRA
C3277226	disease_gene	HPS1
C0232939	disease_gene	SRY
C1864897	disease_gene	SLC26A4
C0024667	disease_gene	S100A8
C0027765	disease_gene	ABCB1
C0040264	disease_gene	AIFM1
C1619692	disease_gene	ACTA2
C0030193	disease_gene	IFNA2
C0005586	disease_gene	NRG1
C0392525	disease_gene	CASR
C0266483	disease_gene	PEX10
C0454644	disease_gene	GALE
C0028738	disease_gene	CNGB1
C0520743	disease_gene	IGH
C3203102	disease_gene	COL1A2
C0013421	disease_gene	BSCL2
C0012236	disease_gene	JMJD1C
C0748140	disease_gene	TNFRSF11A
C0024117	disease_gene	CXCL8
C0557874	disease_gene	TACO1
C0035305	disease_gene	POMT1
C0019693	disease_gene	PSMA5
C4280577	disease_gene	PDGFRB
C4020876	disease_gene	CLN8
C0005587	disease_gene	COMT
C2937358	disease_gene	BCL2L1
C1565489	disease_gene	ACSL4
C1849121	disease_gene	LIMK1
C1840087	disease_gene	RPL26
C0242350	disease_gene	HFE
C1855009	disease_gene	SCN8A
C0022521	disease_gene	RSPH4A
C0011849	disease_gene	CAT
C0011991	disease_gene	DGAT1
C0018671	disease_gene	CEBPA
C0011849	disease_gene	FOS
C0036341	disease_gene	BLOC1S3
C1843367	disease_gene	MAK
C1389280	disease_gene	SLC20A2
C0234632	disease_gene	PROM1
C1857527	disease_gene	COL2A1
C0016382	disease_gene	XPA
C3665347	disease_gene	FGFR2
C0423867	disease_gene	ITGA3
C0033941	disease_gene	NPY1R
C0014544	disease_gene	SERPINI1
C0917816	disease_gene	ALDH3A2
C0033578	disease_gene	PON1
C0002938	disease_gene	KIF11
C0497247	disease_gene	MAFB
C0087012	disease_gene	FOXC1
C0423903	disease_gene	XRCC2
C0033575	disease_gene	OXT
C1857130	disease_gene	ERCC2
C0917798	disease_gene	SCNN1G
C0151818	disease_gene	MOCS1
C0152031	disease_gene	FGA
C1834570	disease_gene	SGCE
C1704317	disease_gene	WRAP53
C0023893	disease_gene	PRLR
C0033578	disease_gene	PLAUR
C0018834	disease_gene	MLXIPL
C0028738	disease_gene	PRPF6
C0014175	disease_gene	NTRK3
C2132198	disease_gene	ERAP1
C1846149	disease_gene	GCH1
C1386048	disease_gene	OBSL1
C0003466	disease_gene	PQBP1
C0029089	disease_gene	MGME1
C4280614	disease_gene	PTCH1
C4280624	disease_gene	RBP3
C4020899	disease_gene	CERS1
C3714756	disease_gene	AHDC1
C4020876	disease_gene	NDUFA9
C0035410	disease_gene	PYGM
C0235996	disease_gene	MPV17
C1857657	disease_gene	PLIN1
C1866210	disease_gene	ZIC3
C0445347	disease_gene	CFH
C0917816	disease_gene	LHX3
C0162835	disease_gene	POLH
C0027796	disease_gene	TNF
C1691215	disease_gene	PEX10
C4280629	disease_gene	NBN
C0026769	disease_gene	CD40
C4020887	disease_gene	TULP1
C0037932	disease_gene	IARS2
C0013491	disease_gene	ATRX
C0034063	disease_gene	PRKAG2
C0019572	disease_gene	FGFR2
C4025086	disease_gene	MAP3K7
C0009806	disease_gene	PIK3CA
C0042580	disease_gene	TNXB
C0010200	disease_gene	WWOX
C1832603	disease_gene	SLC19A2
C4022869	disease_gene	CAT
C0038587	disease_gene	HRH2
C1850189	disease_gene	APC2
C0472817	disease_gene	CXCR4
C0029124	disease_gene	GLA
C2053437	disease_gene	GTF2IRD1
C4020899	disease_gene	LINS1
C0020517	disease_gene	CXCL9
C1866751	disease_gene	PLP1
C0917816	disease_gene	IGF1
C0240340	disease_gene	LTBP3
C0036341	disease_gene	SLC6A12
C2053437	disease_gene	SOX11
C1849221	disease_gene	PDE4D
C0020538	disease_gene	VAV3
C0162298	disease_gene	GNS
C0427055	disease_gene	DES
C1865014	disease_gene	MED12
C0014390	disease_gene	ZMPSTE24
C0030044	disease_gene	FGFR2
C0001916	disease_gene	AP3B1
C0041667	disease_gene	KDM6A
C0014175	disease_gene	AKR1B1
C0035229	disease_gene	ACTA1
C1854919	disease_gene	PEX6
C0038379	disease_gene	NDUFAF4
C1846288	disease_gene	SLC22A5
C0259817	disease_gene	RAG1
C0007134	disease_gene	GJB1
C0036341	disease_gene	LHX6
C0520474	disease_gene	EXT2
C0037932	disease_gene	MEOX1
C4280613	disease_gene	LIMK1
C1850189	disease_gene	RFC2
C0020507	disease_gene	ZFP36
C0262361	disease_gene	COX2
C1305968	disease_gene	CYLD
C1836550	disease_gene	ERCC2
C0021400	disease_gene	IFIT5
C4020899	disease_gene	OPA1
C0011570	disease_gene	HDAC5
C0085298	disease_gene	CRLF1
C0557874	disease_gene	DAG1
C1839039	disease_gene	SURF1
C1853702	disease_gene	PRPS1
C0266295	disease_gene	PTEN
C0022906	disease_gene	CREBBP
C0524851	disease_gene	OPTN
C4280643	disease_gene	TP63
C1855019	disease_gene	PEX13
C0032460	disease_gene	TOP2A
C4280664	disease_gene	PIGT
C0241181	disease_gene	JUP
C0035078	disease_gene	PAX2
C0410916	disease_gene	GLE1
C0021296	disease_gene	MBTPS2
C0036341	disease_gene	GRIK3
C1846367	disease_gene	KCND3
C0021296	disease_gene	LMNA
C1866210	disease_gene	LAMP2
C0030193	disease_gene	CACNA2D1
C2112129	disease_gene	HOXD13
C0035126	disease_gene	PTGS2
C4020873	disease_gene	CTSF
C3714745	disease_gene	CTNNB1
C3150703	disease_gene	ALX4
C3276623	disease_gene	EVC
C0206754	disease_gene	SSTR2
C0151811	disease_gene	APOE
C0002871	disease_gene	CP
C0004153	disease_gene	SOD1
C0023893	disease_gene	TAGLN2
C0014544	disease_gene	AKT3
C0021843	disease_gene	SDHC
C0877359	disease_gene	ACAD9
C1837482	disease_gene	SLC26A2
C0025990	disease_gene	TGFBR2
C0236733	disease_gene	FKBP15
C0014175	disease_gene	EGFR
C0268630	disease_gene	ATP5A1
C0220994	disease_gene	TYMS
C1864985	disease_gene	AP5Z1
C0349204	disease_gene	GNA12
C0029464	disease_gene	SCARB2
C0040053	disease_gene	THBD
C4020860	disease_gene	TYROBP
C4280654	disease_gene	MAGEL2
C0023893	disease_gene	SKAP2
C4072821	disease_gene	NKX2-5
C0162538	disease_gene	UNG
C0265660	disease_gene	EFNB1
C4024878	disease_gene	KRAS
C4023728	disease_gene	SHH
C1861366	disease_gene	GJA1
C0266435	disease_gene	BUB1B
C0027497	disease_gene	SLC7A7
C1855710	disease_gene	TGFB1
C0024003	disease_gene	BIN1
C0020532	disease_gene	GBA
C0993582	disease_gene	TNFRSF11B
C1867446	disease_gene	NPR2
C4225326	disease_gene	SQSTM1
C1837770	disease_gene	PTDSS1
C0231791	disease_gene	LETM1
C0031099	disease_gene	ELANE
C1848490	disease_gene	SLC29A3
C0241210	disease_gene	FGFR1
C0017658	disease_gene	IL2RA
C0042963	disease_gene	SLC7A7
C4020875	disease_gene	PIK3CA
C4023122	disease_gene	GDF5
C0035334	disease_gene	ARL6
C4020759	disease_gene	FGFR2
C0036341	disease_gene	SDCCAG8
C0001973	disease_gene	GLUL
C0557874	disease_gene	MEIS2
C4023439	disease_gene	EFTUD2
C0264611	disease_gene	SRPX2
C0206698	disease_gene	ARID1A
C0030232	disease_gene	TNFSF11
C1840420	disease_gene	LRP5
C1865014	disease_gene	RIN2
C0236969	disease_gene	THSD4
C1836542	disease_gene	PEX26
C0038379	disease_gene	TFAP2A
C1386048	disease_gene	PTDSS1
C0086565	disease_gene	COX6B1
C2229182	disease_gene	ACTB
C1853487	disease_gene	NSUN2
C1834954	disease_gene	HSPG2
C0028738	disease_gene	TYR
C4072987	disease_gene	ELOVL4
C0426789	disease_gene	TBX6
C0025362	disease_gene	PARN
C0003460	disease_gene	PLAU
C4280320	disease_gene	TMCO1
C1849089	disease_gene	FGD1
C0040997	disease_gene	FOS
C0152116	disease_gene	DRD2
C3551430	disease_gene	BRAF
C0003873	disease_gene	KIF5A
C0033578	disease_gene	BCL2
C0036095	disease_gene	WNT5B
C1854418	disease_gene	DHCR7
C0020490	disease_gene	SMAD4
C4280568	disease_gene	ERCC3
C0151908	disease_gene	TERF2IP
C1848924	disease_gene	IGHM
C4280645	disease_gene	PTEN
C0037932	disease_gene	KMT2D
C0029408	disease_gene	SDCBP
C0005586	disease_gene	NOD2
C2931104	disease_gene	HYLS1
C1853246	disease_gene	IGF1R
C0028754	disease_gene	BBS9
C1969220	disease_gene	CFH
C1835157	disease_gene	RPL21
C0010417	disease_gene	ERCC6
C0265345	disease_gene	FOXC2
C1839764	disease_gene	ATRX
C1843367	disease_gene	FOXE1
C4020875	disease_gene	LHX3
C3808403	disease_gene	PIGN
C0001925	disease_gene	CP
C1865014	disease_gene	FLI1
C0476403	disease_gene	IKBKAP
C1510497	disease_gene	GALT
C3278509	disease_gene	LETM1
C0917816	disease_gene	FANCL
C4255213	disease_gene	FMR1
C0042487	disease_gene	IDH2
C1854301	disease_gene	RYR1
C0026826	disease_gene	FAN1
C0262374	disease_gene	KMT2D
C1857130	disease_gene	RAF1
C1848924	disease_gene	HCFC1
